customer_id,customer_tier,delay_hours,past_issues,order_value,communication_preference,customer_tenure_months,action_applied,churn_probability,churn_label
1044,Silver,14.95396668052622,0,2946.5030370124523,email,11,do_nothing,0.15265804224301252,0
1045,Bronze,5.513503629236516,1,4657.349027979362,email,17,do_nothing,0.22791543156460292,0
1046,Silver,14.980456006399024,1,3343.9892222445515,email,7,refund,0.01,0
1047,Gold,0.49334147227302017,4,3391.5858155896535,sms,9,do_nothing,0.9161397337484213,1
1048,Platinum,5.861248689285732,2,4030.79131573412,email,24,email,0.8320137177796043,1
1049,Bronze,6.257039186419329,0,1018.5030334218777,email,56,refund,0.01,0
1050,Platinum,2.1903295115450576,1,2852.979312419274,email,28,do_nothing,0.06839794832892103,0
1051,Bronze,0.2802734838633488,1,4817.442813219419,push,29,credit,0.01079024460277381,0
1052,Silver,1.7178734185420041,0,2127.4717647924454,push,27,refund,0.01,0
1053,Bronze,12.757372196500704,2,1827.1676588994096,sms,31,do_nothing,0.7841985870646164,0
1054,Bronze,19.451375780203822,2,3205.435845221409,push,34,credit,0.25531497802496816,0
1055,Bronze,53.27942142164042,0,1495.0374105438655,push,41,refund,0.011486425693686677,0
1056,Gold,5.102446766376504,0,3001.75320435642,sms,50,email,0.01,0
1057,Bronze,10.97687988657621,0,1200.4340488593825,push,14,email,0.05105735159378765,0
1058,Silver,33.2030911758749,0,3109.070573140575,email,40,do_nothing,0.37718705414500125,1
1059,Silver,2.193261548904996,0,3210.7063264032986,email,57,credit,0.01,0
1060,Silver,15.175106533438193,0,2382.8021555551827,email,15,email,0.04073616895236935,0
1061,Bronze,16.876923224781724,1,2222.358914474098,push,10,credit,0.10663831058807192,0
1062,Bronze,1.1182263351927864,1,1604.562252802022,sms,43,email,0.25557621433528155,1
1063,Bronze,23.70092514302839,2,1989.1503852511744,push,54,refund,0.03581957805233182,0
1064,Silver,20.126502830683524,2,2742.556852361135,sms,16,email,0.9858548721577789,1
1065,Silver,0.40768356051629073,1,1614.4650546309547,email,49,credit,0.01,0
1066,Silver,1.1460366572587464,0,4022.7550851733818,sms,49,credit,0.01,0
1067,Gold,0.6044958888303913,0,3690.6585859659726,email,18,do_nothing,0.02108914499473192,0
1068,Platinum,4.890991754512257,0,1711.8764021569796,push,13,refund,0.01,0
1069,Gold,8.542798802269996,0,938.4582339569658,push,14,email,0.019581164263377197,0
1070,Gold,9.120363212185623,1,500.8101754278326,sms,24,refund,0.01,0
1071,Gold,3.7382354687680426,1,3185.2348357167,push,12,refund,0.01,0
1072,Gold,29.110177080628134,0,1451.13685904142,sms,9,credit,0.04107900856543903,0
1073,Platinum,5.511381336794852,0,556.6211154569261,push,13,do_nothing,0.04652221928214773,0
1074,Platinum,0.5594422085262537,0,2115.883717664102,push,40,refund,0.01,0
1075,Bronze,4.283993299698491,2,4828.99308042845,push,20,credit,0.07725514724946958,0
1076,Silver,9.088630177027635,2,3604.7426343341776,sms,11,email,0.9555496755750404,1
1077,Gold,6.295480975605551,1,4359.936663151061,sms,24,credit,0.010096745765887106,0
1078,Silver,3.839860462067276,0,1151.3259421732853,sms,27,do_nothing,0.058070144414843,0
1079,Gold,1.689410423201105,1,829.7966957874637,push,8,credit,0.018452828629400706,0
1080,Bronze,20.52201001527276,0,551.8839357937511,email,2,refund,0.01,0
1081,Bronze,66.70136498125453,0,4800.480305087692,sms,4,credit,0.6137319681353337,1
1082,Platinum,4.797533006359762,2,1850.9123090909682,email,15,credit,0.05028741779267507,0
1083,Silver,5.767845747932954,0,2567.7722405338613,sms,48,credit,0.01,0
1084,Bronze,11.549194888071426,0,2275.356306207985,sms,58,refund,0.01,0
1085,Bronze,15.208979375843118,1,3787.056209267867,email,4,do_nothing,0.5457434075458248,1
1086,Silver,5.971547702105528,2,1894.8419687873438,email,29,email,0.9392426830969999,1
1087,Silver,28.23764083158963,0,2909.537971763232,push,11,refund,0.01,0
1088,Gold,9.851875422483484,0,4980.120192299604,email,12,email,0.010448054245030964,0
1089,Bronze,7.182557786484482,0,2498.285981049063,sms,16,email,0.02656073550668235,1
1090,Gold,12.484327279401139,0,2980.7219331489,email,14,refund,0.01,0
1091,Bronze,36.64131504500709,1,2761.37628039877,email,12,refund,0.030465844399487713,0
1092,Silver,18.990765018017136,0,4114.337711612145,email,36,refund,0.01,0
1093,Silver,0.49002806705459323,1,1700.7784431510875,email,20,refund,0.01,0
1094,Silver,4.847173815979241,0,1266.9710726425865,push,16,do_nothing,0.07665579825795515,0
1095,Gold,7.6308781001340975,1,3893.419212191879,sms,12,do_nothing,0.17427949623120975,0
1096,Gold,4.531588973487341,1,2370.2818386589443,sms,39,credit,0.01,0
1097,Gold,14.455178431378473,1,4611.767040395092,sms,10,email,0.38299963839309004,0
1098,Gold,21.00297618777356,0,3398.7167860702893,push,10,email,0.04396310531657614,0
1099,Bronze,15.771931256485907,0,3039.5440027028417,email,17,refund,0.01,0
1100,Gold,54.487527660129956,0,817.0567467164472,sms,42,refund,0.01,0
1101,Platinum,3.818481329604155,2,3786.853573120091,sms,54,email,0.6994073732683166,1
1102,Bronze,24.95229006487625,2,3587.181644808312,email,19,refund,0.054690528001801804,0
1103,Bronze,17.46118407074129,0,3380.3236601921967,sms,10,do_nothing,0.24417100657893084,0
1104,Bronze,5.3963666298804895,0,1705.5928560681075,email,59,credit,0.01,0
1105,Bronze,15.896727468975993,1,4760.326947535001,push,74,credit,0.017962205880710222,0
1106,Gold,1.3187957086661344,1,1947.4480716476903,sms,27,email,0.16831590936099206,0
1107,Gold,18.689746569796654,1,1185.0393053927041,sms,48,do_nothing,0.3479566364546485,0
1108,Bronze,9.119923781737153,2,4942.405197207562,email,12,do_nothing,0.6645219407040601,0
1109,Silver,4.148653413103794,1,3858.108256056956,push,10,refund,0.01,0
1110,Gold,12.797597430401607,1,2366.540970467816,sms,22,refund,0.01,0
1111,Bronze,12.313936793071665,0,4711.623938999181,email,20,refund,0.01,0
1112,Gold,2.8208663270373573,2,910.0281846478877,push,62,credit,0.03023282777874919,0
1113,Gold,0.3704279691408428,1,894.47547391951,email,16,credit,0.013849544680003162,0
1114,Silver,6.821935384825722,1,3571.0295838286347,sms,19,do_nothing,0.21215029525324317,0
1115,Silver,10.114026318739452,0,1300.8742177047957,sms,33,do_nothing,0.09039905137241402,0
1116,Silver,25.10840331484573,0,4627.127818369779,sms,31,do_nothing,0.1923852571445898,0
1117,Platinum,31.609257035526948,0,4281.616284344918,email,7,refund,0.01,0
1118,Bronze,9.029804650713183,0,1878.6525084553389,push,40,credit,0.01,0
1119,Gold,16.819502585861493,0,4499.778120212166,sms,12,refund,0.01,0
1120,Platinum,6.942901344206492,0,692.9945915329777,sms,54,refund,0.01,0
1121,Bronze,16.448934184314766,0,2968.8703373187222,email,26,credit,0.015775902562762577,0
1122,Bronze,2.749962495859805,1,4710.032481689749,sms,21,refund,0.01,0
1123,Bronze,5.564723335137111,0,4349.223405210641,email,64,credit,0.01,0
1124,Bronze,12.068941047256976,1,2102.329957104477,sms,9,email,0.6471255765157629,0
1125,Silver,0.21989813609053943,1,1322.916958555857,push,7,do_nothing,0.2171090626263072,1
1126,Silver,15.381539199744626,2,1447.4326478168505,sms,48,email,0.9673484798924253,1
1127,Platinum,21.660726542976853,1,2815.2854513528237,email,42,do_nothing,0.28150987472642347,0
1128,Silver,6.112752974467401,0,3185.478247264133,sms,68,do_nothing,0.022186816928224835,0
1129,Gold,7.129235057251387,0,647.664424806364,email,45,email,0.01,0
1130,Gold,22.868457728681975,1,2360.9820165569963,email,24,credit,0.06332624365593244,0
1131,Silver,17.934823294924257,0,4236.742020397571,email,12,refund,0.01,0
1132,Silver,4.078648153459962,0,2499.480276061087,push,31,email,0.01,0
1133,Platinum,4.698322298887644,0,1261.2892592723472,push,15,do_nothing,0.03617903942938865,0
1134,Gold,13.631218673228052,0,4796.871318585936,sms,5,credit,0.01,0
1135,Silver,9.939305849461434,0,1698.2399296691,email,10,email,0.030896832580402565,0
1136,Platinum,2.1241340066480743,0,4092.9271953532725,push,12,credit,0.01,0
1137,Bronze,4.4515452686702375,1,1372.073748525207,email,29,email,0.39908951909558094,1
1138,Silver,27.62901450914601,0,2404.2772814971545,sms,5,email,0.15213488843125825,0
1139,Silver,13.983736074977223,0,2706.9014289866536,email,6,credit,0.013349406528543613,0
1140,Silver,51.2023821465949,0,2752.8588317671,push,13,credit,0.24929845431472972,0
1141,Bronze,17.481247243247484,0,2824.132406453172,push,11,credit,0.023857400259736282,0
1142,Gold,34.162458485520574,0,1512.2639331039263,email,24,credit,0.04707332249429194,0
1143,Silver,2.9230417855106094,1,2821.6198488237587,email,15,email,0.2744780980857509,0
1144,Silver,17.713834529726235,0,2667.707392449894,email,16,refund,0.01,0
1145,Gold,0.24509629546350387,0,1439.2377370681847,email,36,credit,0.01,0
1146,Bronze,13.33162052186514,2,4946.862017766699,email,40,email,0.9545136493850604,1
1147,Bronze,7.602299955616237,0,4395.035267539475,email,12,credit,0.01,0
1148,Silver,5.109729514452798,1,4494.093579601174,sms,29,refund,0.01,0
1149,Bronze,23.801231808241422,0,3585.069726723027,sms,10,email,0.11538371335972243,0
1150,Bronze,23.111806218793575,0,1219.5366381129043,push,35,refund,0.01,0
1151,Silver,0.27064977908498516,0,3056.41428754887,email,8,email,0.01,0
1152,Bronze,11.284085129479571,3,4196.4783423232375,sms,43,email,0.99,1
1153,Silver,5.503205426628547,0,674.3141990989814,email,3,credit,0.01,0
1154,Silver,6.4472878521918435,0,2731.2939647942885,push,9,refund,0.01,0
1155,Silver,21.40840589202584,2,2282.5529599771316,sms,13,do_nothing,0.8833279983206712,1
1156,Bronze,4.449977918055902,0,1454.5612834668664,email,16,refund,0.01,0
1157,Gold,34.38672845976926,0,2202.12501694393,email,7,do_nothing,0.5145578448782083,1
1158,Bronze,2.3760538223321013,1,4925.738798912537,email,12,refund,0.01,0
1159,Bronze,13.042188217544888,0,3754.594968627999,email,17,credit,0.011924994283896656,0
1160,Platinum,13.380744578098641,0,1847.9168600672363,email,3,refund,0.01,0
1161,Bronze,3.487358952608964,0,3224.097731663733,email,25,refund,0.01,0
1162,Platinum,4.712078257793239,4,1609.953081285559,push,26,do_nothing,0.919028300313066,1
1163,Gold,21.607071517417534,0,3248.7975906092324,email,42,do_nothing,0.10630498730198838,0
1164,Silver,17.21600020089842,0,4532.750102682193,email,90,refund,0.01,0
1165,Gold,4.789548526760246,1,3005.9455997414857,sms,9,credit,0.01551777422775878,0
1166,Bronze,9.161716827395669,1,3800.029889537072,email,47,do_nothing,0.2168982485950894,0
1167,Bronze,0.763974629952997,0,2540.0254942233355,email,6,credit,0.01,0
1168,Silver,2.8096332194124907,2,2858.5576294879847,sms,16,do_nothing,0.4973129748788291,0
1169,Platinum,7.982195606102998,0,3627.837854396954,sms,26,email,0.01,0
1170,Gold,1.0787516630698855,2,4155.822522731287,email,26,email,0.8110290634645568,1
1171,Silver,22.243543531140396,0,3467.5312393645236,push,41,email,0.039576003228481434,0
1172,Bronze,15.190442759337953,0,4898.7139725054185,sms,15,email,0.03694434834049249,0
1173,Silver,34.51059955278856,0,4189.201645092273,sms,22,email,0.15099986869309612,1
1174,Gold,14.189154665021052,1,3997.220920735438,email,23,email,0.34512703182857535,0
1175,Silver,33.8414727565106,0,4302.9571054146145,sms,53,credit,0.022425871076972016,0
1176,Silver,9.703034590051214,0,1765.4492094095708,email,20,credit,0.01,0
1177,Bronze,11.00204890715705,0,2444.212192767713,push,14,do_nothing,0.15860591363300666,0
1178,Platinum,45.25204031739635,0,3040.083132775658,push,37,refund,0.01,0
1179,Bronze,12.330997237159412,0,2580.738432992085,email,20,refund,0.01,0
1180,Silver,0.37524518605470214,0,4313.560182008359,push,42,refund,0.01,0
1181,Bronze,15.439681092338814,0,621.8083295565441,email,42,refund,0.01,0
1182,Gold,28.305890390604517,0,1441.2893775476937,sms,4,email,0.13732722851839163,0
1183,Silver,19.050957600577608,0,4467.679434508347,sms,85,refund,0.01,0
1184,Bronze,10.52003174467674,1,765.9506195463524,email,7,email,0.6810959787651198,0
1185,Platinum,13.351445834527503,0,1521.4473662395912,email,23,refund,0.01,0
1186,Bronze,55.494424951540836,0,2080.6264866941883,sms,12,do_nothing,0.9475150917194108,1
1187,Silver,1.1404621688288963,2,3878.3325236526093,email,11,credit,0.057702262524474135,0
1188,Platinum,13.204179366361544,1,3020.8131327508177,sms,8,email,0.3444005383711048,1
1189,Gold,3.9988110832673422,0,4795.72116251149,email,38,credit,0.01,0
1190,Silver,12.262828568298287,0,1525.4375678283807,sms,15,refund,0.01,0
1191,Platinum,11.226403612194558,0,4424.541822449282,push,46,credit,0.01,0
1192,Silver,1.9991289956595995,0,1773.1107038716195,push,15,refund,0.01,0
1193,Gold,2.7793514403009563,1,1604.7421660695209,sms,14,credit,0.015507434329335603,0
1194,Silver,11.662579331228237,0,2742.688391447078,sms,9,credit,0.010161803672742371,0
1195,Platinum,1.6467550906179311,0,820.4202736542215,sms,18,refund,0.01,0
1196,Bronze,3.697570784001069,0,2229.381558469774,sms,3,refund,0.01,0
1197,Bronze,21.639588979351654,0,2100.5418564938464,sms,45,email,0.06561100009570689,0
1198,Bronze,4.753751110737443,3,1220.4570006579809,push,26,credit,0.41671975982707576,0
1199,Silver,8.03457784271549,0,4373.576803737098,sms,20,email,0.012477680916155878,0
1200,Platinum,33.99119076170469,0,2236.5033966922247,email,3,refund,0.01,0
1201,Bronze,3.092029433034776,0,4918.640807811571,push,10,refund,0.01,0
1202,Platinum,5.9242010805247425,0,4548.685770669985,sms,2,do_nothing,0.027724652452564405,0
1203,Platinum,11.190802944438806,1,1376.6481480646646,email,7,do_nothing,0.26967948559176325,0
1204,Gold,16.894576943152234,0,2773.049775520723,push,19,do_nothing,0.11454313557948999,0
1205,Silver,27.831086040595657,2,3208.118622649488,email,28,refund,0.03878854602923139,0
1206,Bronze,29.648209464210524,1,4185.322263246295,sms,10,credit,0.20282582281618888,0
1207,Silver,17.987649508562058,0,4485.392373431277,email,9,refund,0.01,0
1208,Silver,3.1103923874270185,0,3308.0810951997046,email,33,refund,0.01,0
1209,Gold,0.301467218072919,0,658.1039141399692,push,21,do_nothing,0.03484180502073571,0
1210,Bronze,5.809696639191679,1,2665.744022831582,email,36,credit,0.02342435071435928,0
1211,Silver,1.831506035841325,2,4481.615912838495,email,52,email,0.793610466341689,1
1212,Silver,14.870543586083354,1,3713.4032114491697,push,25,do_nothing,0.34172278952522084,1
1213,Gold,12.985685492281332,0,4415.63873634256,sms,13,refund,0.01,0
1214,Bronze,0.5396124335376824,1,3533.359053752183,email,16,refund,0.01,0
1215,Silver,21.738192310403093,0,698.157544167377,sms,18,credit,0.030972472278498274,0
1216,Gold,3.4320939580003893,1,4856.029952929748,push,16,email,0.14830006419146205,0
1217,Platinum,6.792404651864645,1,4631.083432563554,sms,27,credit,0.01,0
1218,Silver,13.229048855768472,0,1069.6079296068046,email,21,credit,0.012826820060941246,0
1219,Silver,6.733197185724882,0,1007.1102507968697,email,9,email,0.026388030163073044,0
1220,Gold,6.9854494963311105,0,2925.8532521465904,sms,6,email,0.013299689062507268,0
1221,Bronze,0.8145675374245858,0,3906.7287555059747,sms,19,do_nothing,0.04394447875416108,0
1222,Gold,6.158813256772994,1,2219.7794537221416,email,2,credit,0.023438386956366717,0
1223,Silver,17.370272535942856,0,1113.7197359445893,push,42,do_nothing,0.1511362819535961,0
1224,Bronze,29.60616878998263,0,2797.5024445160957,email,12,credit,0.06692298278728108,0
1225,Silver,6.402932754097744,0,2019.0476129853762,email,58,credit,0.01,0
1226,Silver,6.611145913465023,1,2082.9737999809613,sms,48,do_nothing,0.16582915378502489,0
1227,Gold,14.553220721276123,1,3402.4349157817196,email,49,do_nothing,0.18165645881498435,0
1228,Gold,34.328544110299354,0,4485.236446532767,sms,13,credit,0.03332745362029724,0
1229,Bronze,3.7283126240172426,0,3013.6627888503995,push,7,refund,0.01,0
1230,Silver,6.960912481075846,1,3594.2112987333603,email,26,email,0.2803449861408644,0
1231,Bronze,19.074049616174044,0,3469.761461845587,push,31,credit,0.016346050860462542,0
1232,Gold,11.289877545848544,0,2980.1578665061847,push,6,do_nothing,0.08416602062744935,0
1233,Gold,1.406314161738439,1,1898.4116551240854,email,87,refund,0.01,0
1234,Platinum,11.857718758596462,1,2200.0738320960745,sms,9,credit,0.02291414591184844,0
1235,Silver,2.4805457406357436,1,1920.6670932068728,sms,13,credit,0.02143872999512259,0
1236,Gold,8.565488001586605,2,4628.7414341692465,email,32,refund,0.01,0
1237,Bronze,9.037397531255143,1,4219.784017296994,sms,30,email,0.3681370922690903,0
1238,Silver,25.06938093146553,0,3107.0631778304933,sms,16,email,0.08830775586141697,0
1239,Bronze,7.449790392443363,0,4605.095619383903,push,15,email,0.018414330798766025,0
1240,Gold,3.9327594373708834,0,4488.839119165901,sms,15,do_nothing,0.026480947590461473,0
1241,Bronze,3.1514465998399244,0,4674.624798883258,sms,42,email,0.01,0
1242,Bronze,24.881692728537047,0,1497.982359449898,email,25,refund,0.01,0
1243,Bronze,2.2505786078406027,1,3728.763669937526,push,11,refund,0.01,0
1244,Bronze,6.6587630504143505,1,3241.5102496557583,sms,19,credit,0.03140092647540273,0
1245,Bronze,2.486845507168324,0,3802.237870255732,email,37,email,0.01,0
1246,Silver,17.80974651648804,0,1685.2071376322924,sms,13,do_nothing,0.22862936554534727,0
1247,Platinum,7.71795309988479,0,3626.6408214723397,push,28,refund,0.01,0
1248,Platinum,5.190527877677179,1,2344.2283186447416,push,13,do_nothing,0.12900412324150437,0
1249,Bronze,5.376081226632911,0,4253.413083378351,push,7,refund,0.01,0
1250,Silver,22.943896756236775,1,4079.145763227979,push,15,refund,0.01,0
1251,Bronze,9.68315551704288,1,1451.109248865127,push,25,refund,0.01,0
1252,Silver,15.184556457589274,2,1327.3487438148636,push,86,do_nothing,0.5331975630670759,1
1253,Platinum,27.280803658421576,0,3729.7927457818973,email,20,refund,0.01,0
1254,Platinum,27.84186371506609,0,2977.1370262767223,push,17,refund,0.01,0
1255,Silver,4.779056962312337,1,3007.4265980692203,sms,12,refund,0.01,0
1256,Silver,36.552000659236,0,3886.3189555670956,sms,24,do_nothing,0.4994840688856561,0
1257,Gold,0.3022861870616411,1,4347.3685685980545,sms,18,refund,0.01,0
1258,Silver,5.6753381762162,0,1575.3375527392254,sms,15,refund,0.01,0
1259,Platinum,27.13718622379762,1,2999.9279605574757,push,11,email,0.6667968427764088,1
1260,Silver,3.8529947290658915,0,4230.296192714348,push,2,refund,0.01,0
1261,Gold,3.827290127166383,2,4427.573770377512,email,28,credit,0.03226239588039528,0
1262,Bronze,4.325137197247532,1,1793.3422475233247,push,15,credit,0.036635783316024614,0
1263,Gold,11.370695503475524,0,968.6923546888064,sms,7,refund,0.01,0
1264,Silver,6.9221487827136094,0,1547.7046424500097,email,17,refund,0.01,0
1265,Platinum,15.567751917484069,0,4754.747813065373,email,15,credit,0.01,0
1266,Platinum,27.035331210550503,2,2581.158705958464,email,2,credit,0.30511620369792714,1
1267,Gold,13.457635971429987,2,2383.5820575021116,email,5,do_nothing,0.7249295409467432,1
1268,Silver,2.744911164048342,1,558.8795693039457,push,5,credit,0.033415982885115235,0
1269,Silver,32.37991402239952,1,729.5660731460802,email,62,do_nothing,0.7215329262255689,1
1270,Gold,3.686340593438741,1,3509.1316826362563,push,26,credit,0.01,0
1271,Silver,1.9487349455062004,0,3154.221809262484,email,12,refund,0.01,0
1272,Bronze,1.1312966738645043,1,3089.877343229317,push,16,refund,0.01,0
1273,Bronze,9.944407137101342,1,996.452942110122,push,19,credit,0.06390652039456385,1
1274,Platinum,1.449243159264936,0,2084.275263044091,sms,34,credit,0.01,0
1275,Silver,1.7928061347356465,2,4155.611623880666,push,41,credit,0.032616718858447455,0
1276,Platinum,4.280621863135674,1,1287.1005076248678,email,50,credit,0.01,0
1277,Gold,3.969630639035227,0,4472.092629420964,email,16,refund,0.01,0
1278,Bronze,11.123352897343025,0,1046.6523515700642,push,13,do_nothing,0.20472909819712817,0
1279,Platinum,20.362538142086677,1,1261.1719855579468,push,7,email,0.6092163595219294,0
1280,Silver,17.19306953927994,1,2649.874825191778,push,52,email,0.4376590856472549,0
1281,Silver,3.6536173516772097,2,4753.8495700184185,push,45,do_nothing,0.29205832625046135,0
1282,Silver,3.3773864391895554,0,1982.9645516544063,sms,35,credit,0.01,0
1283,Silver,40.50338409461611,1,3461.98097101122,sms,47,do_nothing,0.8202352614348934,0
1284,Platinum,0.09924416189756488,2,3149.020651950843,sms,13,refund,0.01,0
1285,Gold,25.415248232389963,0,1173.301864252509,sms,24,do_nothing,0.27425596202018754,1
1286,Silver,2.673651093405316,0,1616.7510562737348,sms,47,email,0.01,0
1287,Platinum,35.31410871712979,1,4685.687476897199,push,37,do_nothing,0.5384920309404659,1
1288,Gold,5.028209459430762,0,1331.7333064389477,sms,41,credit,0.01,0
1289,Platinum,6.965362323593228,0,3627.5445038980097,sms,30,do_nothing,0.02126969846426464,0
1290,Platinum,14.735932876850308,0,4841.12517170137,push,25,email,0.01,0
1291,Gold,10.631147747527743,0,1037.7769649102515,push,14,credit,0.01,0
1292,Platinum,4.591639988653984,0,2296.318955842915,email,42,refund,0.01,0
1293,Silver,9.684687436836477,2,1507.6946499923174,email,50,email,0.9408623913278941,1
1294,Silver,15.743458120901852,0,1497.026828320443,email,12,credit,0.017593180653697235,0
1295,Bronze,0.5190863102953399,1,1035.4362979985635,sms,19,credit,0.028185165547122876,0
1296,Gold,0.13514987598467662,0,3422.9803279615962,push,12,refund,0.01,0
1297,Gold,7.351353467930867,0,3858.545794598203,email,35,email,0.01,0
1298,Platinum,1.696504244370629,0,3545.572595103753,email,57,email,0.01,0
1299,Silver,13.100031856051254,0,4660.954059286188,sms,26,do_nothing,0.07295308393226171,0
1300,Silver,2.8903827237943913,0,1155.5546392312438,email,26,do_nothing,0.0540606108806815,1
1301,Platinum,6.805600937799629,1,1939.3041802325279,push,81,credit,0.01,0
1302,Bronze,2.6428374254118188,1,2050.5776436610518,push,25,credit,0.024788847483710873,0
1303,Platinum,9.541722622271575,1,1544.3694673110708,email,29,credit,0.01434197576377776,0
1304,Silver,1.4803043110809364,0,1139.9222487063498,push,47,credit,0.01,0
1305,Silver,0.28053601413478496,1,2690.1656416681867,email,22,refund,0.01,0
1306,Bronze,0.6298224292184149,0,4254.978326213428,email,41,do_nothing,0.026390314489631663,0
1307,Silver,37.016976219375046,1,4795.428765214931,push,32,refund,0.01,0
1308,Bronze,1.8418178792604498,0,1082.0328449832396,push,9,refund,0.01,0
1309,Gold,14.791688072041328,2,4204.207526327312,sms,1,do_nothing,0.6938811574211177,1
1310,Bronze,0.8441194489522954,0,4210.615053343737,sms,6,email,0.012398410772356469,0
1311,Platinum,1.3736271557035982,0,2250.4015469865512,email,22,do_nothing,0.018840659598172747,0
1312,Bronze,8.53270978983905,0,995.1333086545436,push,45,refund,0.01,0
1313,Silver,7.502967709617245,0,4955.036030406041,email,20,credit,0.01,0
1314,Bronze,36.33418461885093,1,3450.1686373796842,sms,19,do_nothing,0.8872931010660232,1
1315,Silver,34.769217562895435,1,4919.880627687112,email,16,refund,0.011368050924863758,0
1316,Silver,18.14820498551782,1,2676.449820580963,push,14,refund,0.01,0
1317,Silver,11.058709932304803,0,2278.3684997152795,push,106,credit,0.01,0
1318,Silver,7.282760098159816,1,1612.3346418670421,sms,25,email,0.37890679248784925,1
1319,Platinum,5.284005822364768,0,4926.074007974088,email,14,refund,0.01,0
1320,Platinum,35.269398731189106,0,1639.6577125802314,email,24,refund,0.01,0
1321,Gold,11.083071966314867,0,606.9324029812266,push,26,email,0.02118437768036127,0
1322,Gold,10.383536819152164,2,2806.1078611481503,sms,10,refund,0.017258442470547572,0
1323,Bronze,3.166041677100154,0,2196.727218729119,push,53,do_nothing,0.03982038969468814,0
1324,Gold,0.5738800856818731,3,1676.2212654316902,push,16,do_nothing,0.7506615652660849,1
1325,Bronze,34.846280498300025,0,3355.7365241652806,sms,52,refund,0.01,0
1326,Gold,4.5179016678326,0,2139.2087670402,push,14,refund,0.01,0
1327,Gold,7.013429657901183,0,2310.128997425928,email,12,email,0.013377902155471175,0
1328,Bronze,1.4611304796787774,0,603.7052175231994,email,62,credit,0.01,0
1329,Silver,21.76249142655803,1,3150.819178488759,email,54,do_nothing,0.3931919274859305,0
1330,Silver,0.3362492814724187,1,1049.3196343116924,push,16,email,0.28982399706341466,1
1331,Silver,21.548542106022662,1,1462.1218650293981,sms,14,credit,0.11577574928806968,0
1332,Silver,1.813852258579829,0,3727.0301927568717,sms,33,do_nothing,0.025982126046492728,0
1333,Gold,26.118209647874526,0,1909.5922678275997,sms,8,do_nothing,0.3251733345409711,0
1334,Bronze,15.701899084768428,1,1234.4458884727142,sms,28,refund,0.010752628110993586,0
1335,Bronze,2.1591448425724598,1,3098.4086617811636,sms,48,credit,0.012305116252854855,0
1336,Silver,10.01149753802096,0,1467.0702272207327,push,16,refund,0.01,0
1337,Gold,4.499050099535029,1,1719.4019628141725,sms,49,email,0.1578948765823004,0
1338,Silver,2.355581993511223,0,3296.026894900432,email,44,credit,0.01,0
1339,Platinum,23.52346102334522,0,3829.378016137617,push,30,credit,0.01,0
1340,Platinum,6.200570459892337,1,3828.4685833800972,email,82,refund,0.01,0
1341,Gold,6.100817061540873,0,2670.095353418737,sms,8,do_nothing,0.05295333249726918,0
1342,Silver,2.2343166136100403,0,2544.3360995424596,sms,8,do_nothing,0.05491773914302751,0
1343,Bronze,5.7959124595877025,0,4044.4033290406583,email,49,refund,0.01,0
1344,Silver,24.63283317926507,0,1368.6562630063268,email,8,email,0.13348990126694932,0
1345,Silver,5.414252413318437,1,1184.9110138780666,push,19,refund,0.01,0
1346,Silver,36.33994888003297,0,3491.127797132794,sms,24,credit,0.056913246410148305,0
1347,Gold,35.09409614432536,3,2342.781204751649,sms,47,do_nothing,0.9781369859233794,1
1348,Gold,1.8784234793190064,0,3694.993072565814,sms,22,email,0.01,0
1349,Bronze,2.3421281240287732,1,1654.701005584562,email,7,credit,0.036963916640931314,0
1350,Platinum,23.824777559251025,0,1961.923464800451,sms,33,refund,0.01,0
1351,Bronze,5.985992306396516,1,4535.049421334257,push,34,do_nothing,0.18416039945788037,0
1352,Silver,0.052602913551344166,0,2397.4543706971467,push,22,email,0.01,0
1353,Silver,3.8403446743442187,0,3159.29061374173,email,17,do_nothing,0.04797900104512827,0
1354,Silver,10.924568561726087,1,980.0698735323926,email,42,email,0.4149456700443523,0
1355,Silver,19.269293530494856,1,1304.7312748674144,push,28,refund,0.01,0
1356,Bronze,1.7179756155484345,0,661.494779701899,email,20,email,0.02062316770249599,0
1357,Bronze,1.4057073114667353,0,2409.6686529274994,email,47,credit,0.01,0
1358,Silver,30.62682029612254,0,4950.140020227607,sms,20,do_nothing,0.32577740504386327,0
1359,Gold,16.69078097782276,1,4432.429186931597,push,21,email,0.39235882606127676,0
1360,Silver,10.692728455668583,1,3348.090117232281,sms,12,credit,0.03398459451243615,0
1361,Bronze,17.593758123198537,0,4374.934213808598,push,44,do_nothing,0.11966450638036168,0
1362,Gold,6.721332514086086,0,3173.762103585904,sms,19,refund,0.01,0
1363,Silver,17.048430980641022,1,2159.4599615036195,push,14,credit,0.0705984165869124,0
1364,Silver,5.578817442581855,0,1280.9588049550189,push,37,credit,0.01,0
1365,Silver,3.358068078209197,1,3438.719337921009,push,11,do_nothing,0.18664836895320225,1
1366,Platinum,15.668231812741771,0,1368.730743758354,email,23,refund,0.01,0
1367,Silver,6.5299478577571355,1,2378.4278774002705,sms,22,email,0.3401354222479059,0
1368,Bronze,47.80036206067743,0,4216.1082896986845,email,44,credit,0.12772902795997557,1
